message,attributes,tags,timestamp
🔍 Браузер 16: Поиск кнопки экспорта (попытка 1/5),"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""7c925a24-efef-491a-a33a-09fd92486518"",""replica"":""f60719cc-e0d0-4f6e-a18b-043ac5695e6a""}",2025-09-19T10:25:48.718378589Z
✅ Браузер 16: Кнопка экспорта найдена и готова к клику,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""7c925a24-efef-491a-a33a-09fd92486518"",""replica"":""f60719cc-e0d0-4f6e-a18b-043ac5695e6a""}",2025-09-19T10:25:48.718383044Z
🖱️ Браузер 16: Кликаем по кнопке экспорта,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""7c925a24-efef-491a-a33a-09fd92486518"",""replica"":""f60719cc-e0d0-4f6e-a18b-043ac5695e6a""}",2025-09-19T10:25:48.718387447Z
✅ Браузер 16: Обычный клик по кнопке экспорта успешен,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""7c925a24-efef-491a-a33a-09fd92486518"",""replica"":""f60719cc-e0d0-4f6e-a18b-043ac5695e6a""}",2025-09-19T10:25:48.718392248Z
⏳ Браузер 16: Ждем загрузки файла...,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""7c925a24-efef-491a-a33a-09fd92486518"",""replica"":""f60719cc-e0d0-4f6e-a18b-043ac5695e6a""}",2025-09-19T10:25:48.718398984Z
✅ Браузер 15: Файл загружен: temp_files/6755735414/tradewatch_downloads/browser_15_20250919_102452_181/TradeWatch - raport konkurencji.xlsx (размер: 2765014 байт),"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""7c925a24-efef-491a-a33a-09fd92486518"",""replica"":""f60719cc-e0d0-4f6e-a18b-043ac5695e6a""}",2025-09-19T10:25:48.718406277Z
✅ Браузер 15: Файл перемещен: TradeWatch - raport konkurencji.xlsx -> TradeWatch_raport_konkurencji_batch_15_20250919_102452_181.xlsx,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""7c925a24-efef-491a-a33a-09fd92486518"",""replica"":""f60719cc-e0d0-4f6e-a18b-043ac5695e6a""}",2025-09-19T10:25:48.718411815Z
"Current browser version is 140.0.7339.185 with binary path /usr/bin/google-chrome; For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#sessionnotcreatedexception","{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""7c925a24-efef-491a-a33a-09fd92486518"",""replica"":""f60719cc-e0d0-4f6e-a18b-043ac5695e6a""}",2025-09-19T10:25:48.718423668Z
🧹 Браузер 15: Временная папка удалена,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""7c925a24-efef-491a-a33a-09fd92486518"",""replica"":""f60719cc-e0d0-4f6e-a18b-043ac5695e6a""}",2025-09-19T10:25:48.718425893Z
🔒 Закрываем браузер 15,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""7c925a24-efef-491a-a33a-09fd92486518"",""replica"":""f60719cc-e0d0-4f6e-a18b-043ac5695e6a""}",2025-09-19T10:25:48.718435546Z
✅ НЕЗАВИСИМЫЙ БРАУЗЕР 15: Группа 15 завершена автономно,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""7c925a24-efef-491a-a33a-09fd92486518"",""replica"":""f60719cc-e0d0-4f6e-a18b-043ac5695e6a""}",2025-09-19T10:25:48.718441306Z
