message,attributes,tags,timestamp
#4 0x55d503b0f3df <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310193668Z
#5 0x55d503b29854 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310198094Z
#6 0x55d503afd2a2 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310202031Z
#7 0x55d503afca74 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310207138Z
#8 0x55d503bae5e3 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310211494Z
#9 0x55d503bada96 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310215582Z
#10 0x55d503b9fe43 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310220101Z
#11 0x55d503b6c9a8 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310225021Z
#12 0x55d503b6d621 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310233212Z
#13 0x55d5040778b8 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310237484Z
#14 0x55d50407b5e2 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310241540Z
#15 0x55d50405e683 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310245610Z
#16 0x55d50407c135 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310251906Z
#17 0x55d50404380f <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310257881Z
#18 0x55d5040a04c8 <unknown>,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.310263278Z
   🌐 Chrome процессов: 75,"{""level"":""info""}","{""project"":""6e8b378f-f6e4-4c38-a37a-442cc34c18c6"",""environment"":""1085ec41-076e-41dc-8ca1-46972be5914d"",""service"":""043ced54-9657-47dd-a92a-a667796184ef"",""deployment"":""00906312-2488-4453-bf02-9579d7fc9058"",""replica"":""19f45df6-e73d-4776-a156-ba3acce2e6e3""}",2025-09-19T14:33:54.312449981Z
